{file: Rasputin_Special_3-0.png; posX: 2.980232E-10; posY: 0}
{file: Rasputin_Special_3-358.png; posX: -0.2148819; posY: 0.1386265}
{file: Rasputin_Special_3-359.png; posX: -0.2000525; posY: 0.1319038}
{file: Rasputin_Special_3-360.png; posX: -0.1840755; posY: 0.124482}
{file: Rasputin_Special_3-361.png; posX: -0.1663196; posY: 0.1163172}
{file: Rasputin_Special_3-362.png; posX: -0.1461513; posY: 0.1073647}
{file: Rasputin_Special_3-363.png; posX: -0.1234988; posY: 0.09758049}
{file: Rasputin_Special_3-364.png; posX: -0.09909151; posY: 0.08691984}
{file: Rasputin_Special_3-365.png; posX: -0.07350293; posY: 0.07533866}
{file: Rasputin_Special_3-366.png; posX: -0.04730661; posY: 0.06279302}
{file: Rasputin_Special_3-367.png; posX: -0.02107385; posY: 0.04985654}
{file: Rasputin_Special_3-368.png; posX: 0.00462104; posY: 0.03725857}
{file: Rasputin_Special_3-369.png; posX: 0.02930409; posY: 0.02518523}
{file: Rasputin_Special_3-370.png; posX: 0.05248963; posY: 0.01382405}
{file: Rasputin_Special_3-371.png; posX: 0.07359292; posY: 0.003361285}
{file: Rasputin_Special_3-372.png; posX: 0.0920267; posY: -0.006015658}
{file: Rasputin_Special_3-373.png; posX: 0.1072059; posY: -0.0141204}
{file: Rasputin_Special_3-374.png; posX: 0.1182057; posY: -0.0207656}
{file: Rasputin_Special_3-375.png; posX: 0.1241092; posY: -0.02576488}
{file: Rasputin_Special_3-376.png; posX: 0.1243403; posY: -0.02893102}
{file: Rasputin_Special_3-377.png; posX: 0.1191565; posY: -0.03007734}
{file: Rasputin_Special_3-378.png; posX: 0.1100338; posY: -0.02901691}
{file: Rasputin_Special_3-379.png; posX: 0.09822252; posY: -0.02665788}
{file: Rasputin_Special_3-380.png; posX: 0.08497374; posY: -0.02411079}
{file: Rasputin_Special_3-381.png; posX: 0.07153873; posY: -0.02149242}
{file: Rasputin_Special_3-382.png; posX: 0.05916764; posY: -0.01891917}
{file: Rasputin_Special_3-383.png; posX: 0.04911198; posY: -0.01650792}
{file: Rasputin_Special_3-384.png; posX: 0.04242905; posY: -0.01437521}
{file: Rasputin_Special_3-385.png; posX: 0.03777827; posY: -0.01263773}
{file: Rasputin_Special_3-386.png; posX: 0.03349159; posY: -0.01141208}
{file: Rasputin_Special_3-387.png; posX: 0.02945768; posY: -0.01081502}
{file: Rasputin_Special_3-388.png; posX: 0.02566316; posY: -0.01059389}
{file: Rasputin_Special_3-389.png; posX: 0.02209508; posY: -0.01041031}
{file: Rasputin_Special_3-390.png; posX: 0.01874009; posY: -0.01025254}
{file: Rasputin_Special_3-391.png; posX: 0.01558523; posY: -0.01010865}
{file: Rasputin_Special_3-392.png; posX: 0.01261715; posY: -0.009966731}
{file: Rasputin_Special_3-393.png; posX: 0.009822799; posY: -0.009814918}
{file: Rasputin_Special_3-394.png; posX: 0.007189091; posY: -0.009641349}
{file: Rasputin_Special_3-395.png; posX: 0.004702721; posY: -0.009434164}
{file: Rasputin_Special_3-396.png; posX: 0.002350677; posY: -0.00918144}
{file: Rasputin_Special_3-397.png; posX: 0.0001196664; posY: -0.008871317}
{file: Rasputin_Special_3-398.png; posX: -0.002001102; posY: -0.008491933}
{file: Rasputin_Special_3-399.png; posX: -0.004024453; posY: -0.008031368}
{file: Rasputin_Special_3-400.png; posX: -0.005966095; posY: -0.00747776}
{file: Rasputin_Special_3-401.png; posX: -0.007837125; posY: -0.006819248}
{file: Rasputin_Special_3-402.png; posX: -0.008715998; posY: -0.006043971}
{file: Rasputin_Special_3-403.png; posX: -0.008041016; posY: -0.005140007}
{file: Rasputin_Special_3-404.png; posX: -0.006258961; posY: -0.004095554}
{file: Rasputin_Special_3-405.png; posX: -0.004010737; posY: -0.002898633}
{file: Rasputin_Special_3-406.png; posX: -0.001743215; posY: -0.001537442}
