{file: DummyMale_Loop_Able_Dizzy-0.png; posX: -2.980232E-10; posY: 0.7711523}
{file: DummyMale_Loop_Able_Dizzy-297.png; posX: 0.05194083; posY: 0.8383564}
{file: DummyMale_Loop_Able_Dizzy-298.png; posX: 0.05534385; posY: 0.8415104}
{file: DummyMale_Loop_Able_Dizzy-299.png; posX: 0.05862954; posY: 0.844644}
{file: DummyMale_Loop_Able_Dizzy-300.png; posX: 0.06174497; posY: 0.8476938}
{file: DummyMale_Loop_Able_Dizzy-301.png; posX: 0.06463686; posY: 0.8505959}
{file: DummyMale_Loop_Able_Dizzy-302.png; posX: 0.06725223; posY: 0.8532868}
{file: DummyMale_Loop_Able_Dizzy-303.png; posX: 0.06953785; posY: 0.8557028}
{file: DummyMale_Loop_Able_Dizzy-304.png; posX: 0.0714407; posY: 0.8577801}
{file: DummyMale_Loop_Able_Dizzy-305.png; posX: 0.07290759; posY: 0.8594553}
{file: DummyMale_Loop_Able_Dizzy-306.png; posX: 0.0738854; posY: 0.8606644}
{file: DummyMale_Loop_Able_Dizzy-307.png; posX: 0.07432105; posY: 0.8613441}
{file: DummyMale_Loop_Able_Dizzy-308.png; posX: 0.0741614; posY: 0.8614305}
{file: DummyMale_Loop_Able_Dizzy-309.png; posX: 0.07335332; posY: 0.8608599}
{file: DummyMale_Loop_Able_Dizzy-310.png; posX: 0.07184374; posY: 0.8595688}
{file: DummyMale_Loop_Able_Dizzy-311.png; posX: 0.06966916; posY: 0.8576186}
{file: DummyMale_Loop_Able_Dizzy-312.png; posX: 0.06693421; posY: 0.8551433}
{file: DummyMale_Loop_Able_Dizzy-313.png; posX: 0.06368861; posY: 0.8521891}
{file: DummyMale_Loop_Able_Dizzy-314.png; posX: 0.05998246; posY: 0.8488024}
{file: DummyMale_Loop_Able_Dizzy-315.png; posX: 0.05586547; posY: 0.8450291}
{file: DummyMale_Loop_Able_Dizzy-316.png; posX: 0.05138775; posY: 0.8409157}
{file: DummyMale_Loop_Able_Dizzy-317.png; posX: 0.04659897; posY: 0.8365082}
{file: DummyMale_Loop_Able_Dizzy-318.png; posX: 0.04154929; posY: 0.8318528}
{file: DummyMale_Loop_Able_Dizzy-319.png; posX: 0.03628834; posY: 0.8269956}
{file: DummyMale_Loop_Able_Dizzy-320.png; posX: 0.03086616; posY: 0.8219829}
{file: DummyMale_Loop_Able_Dizzy-321.png; posX: 0.02533281; posY: 0.816861}
{file: DummyMale_Loop_Able_Dizzy-322.png; posX: 0.01973788; posY: 0.8116758}
{file: DummyMale_Loop_Able_Dizzy-323.png; posX: 0.01413161; posY: 0.806474}
{file: DummyMale_Loop_Able_Dizzy-324.png; posX: 0.008563563; posY: 0.8013011}
{file: DummyMale_Loop_Able_Dizzy-325.png; posX: 0.003083973; posY: 0.7962039}
{file: DummyMale_Loop_Able_Dizzy-326.png; posX: -0.002268318; posY: 0.7912173}
{file: DummyMale_Loop_Able_Dizzy-327.png; posX: -0.007441747; posY: 0.7863866}
{file: DummyMale_Loop_Able_Dizzy-328.png; posX: -0.01239442; posY: 0.781749}
{file: DummyMale_Loop_Able_Dizzy-329.png; posX: -0.01709206; posY: 0.7773359}
{file: DummyMale_Loop_Able_Dizzy-330.png; posX: -0.02147182; posY: 0.7732058}
{file: DummyMale_Loop_Able_Dizzy-331.png; posX: -0.02547031; posY: 0.7694174}
{file: DummyMale_Loop_Able_Dizzy-332.png; posX: -0.02902463; posY: 0.7660293}
{file: DummyMale_Loop_Able_Dizzy-333.png; posX: -0.03207151; posY: 0.7631001}
{file: DummyMale_Loop_Able_Dizzy-334.png; posX: -0.03454777; posY: 0.7606886}
{file: DummyMale_Loop_Able_Dizzy-335.png; posX: -0.03623914; posY: 0.759003}
{file: DummyMale_Loop_Able_Dizzy-336.png; posX: -0.03704239; posY: 0.7581428}
{file: DummyMale_Loop_Able_Dizzy-337.png; posX: -0.03706001; posY: 0.7580045}
{file: DummyMale_Loop_Able_Dizzy-338.png; posX: -0.03639445; posY: 0.7584844}
{file: DummyMale_Loop_Able_Dizzy-339.png; posX: -0.0351481; posY: 0.7594788}
{file: DummyMale_Loop_Able_Dizzy-340.png; posX: -0.03342347; posY: 0.760884}
{file: DummyMale_Loop_Able_Dizzy-341.png; posX: -0.03132292; posY: 0.7625964}
{file: DummyMale_Loop_Able_Dizzy-342.png; posX: -0.02894899; posY: 0.7645123}
{file: DummyMale_Loop_Able_Dizzy-343.png; posX: -0.02640401; posY: 0.7665281}
{file: DummyMale_Loop_Able_Dizzy-344.png; posX: -0.02379056; posY: 0.7685401}
{file: DummyMale_Loop_Able_Dizzy-345.png; posX: -0.02120616; posY: 0.7704495}
{file: DummyMale_Loop_Able_Dizzy-346.png; posX: -0.01876692; posY: 0.7721395}
{file: DummyMale_Loop_Able_Dizzy-347.png; posX: -0.01660458; posY: 0.7734771}
{file: DummyMale_Loop_Able_Dizzy-348.png; posX: -0.01481372; posY: 0.7743569}
{file: DummyMale_Loop_Able_Dizzy-349.png; posX: -0.01310808; posY: 0.7748882}
{file: DummyMale_Loop_Able_Dizzy-350.png; posX: -0.01120174; posY: 0.7752095}
{file: DummyMale_Loop_Able_Dizzy-351.png; posX: -0.009159792; posY: 0.7753561}
{file: DummyMale_Loop_Able_Dizzy-352.png; posX: -0.00707093; posY: 0.7753592}
{file: DummyMale_Loop_Able_Dizzy-353.png; posX: -0.005024072; posY: 0.7752497}
{file: DummyMale_Loop_Able_Dizzy-354.png; posX: -0.003107902; posY: 0.7750591}
{file: DummyMale_Loop_Able_Dizzy-355.png; posX: -0.00141133; posY: 0.7748185}
{file: DummyMale_Loop_Able_Dizzy-356.png; posX: -1.705879E-06; posY: 0.7745523}
{file: DummyMale_Loop_Able_Dizzy-357.png; posX: 0.000692763; posY: 0.7740297}
{file: DummyMale_Loop_Able_Dizzy-358.png; posX: 0.0006160641; posY: 0.7731432}
{file: DummyMale_Loop_Able_Dizzy-359.png; posX: 0.000230909; posY: 0.7721114}
