{file: Rasputin_Special_3-0.png; pivotX: 96.41716; pivotY: 323.1423}
{file: Rasputin_Special_3-341.png; pivotX: 67.42979; pivotY: 357.4274}
{file: Rasputin_Special_3-342.png; pivotX: 67.59521; pivotY: 356.8301}
{file: Rasputin_Special_3-343.png; pivotX: 67.77406; pivotY: 356.3462}
{file: Rasputin_Special_3-344.png; pivotX: 68.5088; pivotY: 355.9584}
{file: Rasputin_Special_3-345.png; pivotX: 68.99811; pivotY: 355.5816}
{file: Rasputin_Special_3-346.png; pivotX: 69.84425; pivotY: 354.8805}
{file: Rasputin_Special_3-347.png; pivotX: 70.54834; pivotY: 354.9073}
{file: Rasputin_Special_3-348.png; pivotX: 71.69968; pivotY: 353.8887}
{file: Rasputin_Special_3-349.png; pivotX: 72.3; pivotY: 352.8058}
{file: Rasputin_Special_3-350.png; pivotX: 73.88466; pivotY: 352.7007}
{file: Rasputin_Special_3-351.png; pivotX: 75.68638; pivotY: 351.6595}
{file: Rasputin_Special_3-352.png; pivotX: 77.43684; pivotY: 350.657}
{file: Rasputin_Special_3-353.png; pivotX: 79.0188; pivotY: 349.6777}
{file: Rasputin_Special_3-354.png; pivotX: 80.42309; pivotY: 348.7083}
{file: Rasputin_Special_3-355.png; pivotX: 81.60335; pivotY: 348.7098}
{file: Rasputin_Special_3-356.png; pivotX: 82.67289; pivotY: 347.737}
{file: Rasputin_Special_3-357.png; pivotX: 83.08441; pivotY: 346.6394}
{file: Rasputin_Special_3-358.png; pivotX: 83.31604; pivotY: 345.3097}
{file: Rasputin_Special_3-359.png; pivotX: 82.80746; pivotY: 344.7049}
{file: Rasputin_Special_3-360.png; pivotX: 82.22592; pivotY: 343.8702}
{file: Rasputin_Special_3-361.png; pivotX: 83.61815; pivotY: 342.7567}
{file: Rasputin_Special_3-362.png; pivotX: 85.9987; pivotY: 341.4174}
{file: Rasputin_Special_3-363.png; pivotX: 87.95676; pivotY: 340.0301}
{file: Rasputin_Special_3-364.png; pivotX: 89.32309; pivotY: 338.7521}
{file: Rasputin_Special_3-365.png; pivotX: 89.53215; pivotY: 336.7753}
{file: Rasputin_Special_3-366.png; pivotX: 89.26669; pivotY: 335.1208}
{file: Rasputin_Special_3-367.png; pivotX: 93.30244; pivotY: 332.0103}
{file: Rasputin_Special_3-368.png; pivotX: 97.95412; pivotY: 328.3912}
{file: Rasputin_Special_3-369.png; pivotX: 102.5581; pivotY: 325.1401}
{file: Rasputin_Special_3-370.png; pivotX: 106.6693; pivotY: 321.2623}
{file: Rasputin_Special_3-371.png; pivotX: 110.7324; pivotY: 317.5817}
{file: Rasputin_Special_3-372.png; pivotX: 113.9414; pivotY: 313.9809}
{file: Rasputin_Special_3-373.png; pivotX: 116.628; pivotY: 311.2665}
{file: Rasputin_Special_3-374.png; pivotX: 118.8551; pivotY: 308.4576}
{file: Rasputin_Special_3-375.png; pivotX: 119.6705; pivotY: 306.4104}
{file: Rasputin_Special_3-376.png; pivotX: 119.9949; pivotY: 305.9657}
{file: Rasputin_Special_3-377.png; pivotX: 119.2077; pivotY: 305.1657}
{file: Rasputin_Special_3-378.png; pivotX: 117.7581; pivotY: 305.8242}
{file: Rasputin_Special_3-379.png; pivotX: 116.1339; pivotY: 307.3496}
{file: Rasputin_Special_3-380.png; pivotX: 113.5311; pivotY: 308.0459}
{file: Rasputin_Special_3-381.png; pivotX: 111.3275; pivotY: 309.7659}
{file: Rasputin_Special_3-382.png; pivotX: 108.9557; pivotY: 310.7358}
{file: Rasputin_Special_3-383.png; pivotX: 106.7198; pivotY: 311.8473}
{file: Rasputin_Special_3-384.png; pivotX: 104.9245; pivotY: 312.1739}
{file: Rasputin_Special_3-385.png; pivotX: 103.1467; pivotY: 313.4223}
{file: Rasputin_Special_3-386.png; pivotX: 102.2052; pivotY: 313.8211}
{file: Rasputin_Special_3-387.png; pivotX: 101.5288; pivotY: 314.2674}
{file: Rasputin_Special_3-388.png; pivotX: 101.0013; pivotY: 314.7672}
{file: Rasputin_Special_3-389.png; pivotX: 100.5069; pivotY: 315.3256}
{file: Rasputin_Special_3-390.png; pivotX: 99.94662; pivotY: 315.9728}
{file: Rasputin_Special_3-391.png; pivotX: 99.31107; pivotY: 316.7036}
{file: Rasputin_Special_3-392.png; pivotX: 98.65153; pivotY: 317.487}
{file: Rasputin_Special_3-393.png; pivotX: 98.07358; pivotY: 318.2383}
{file: Rasputin_Special_3-394.png; pivotX: 98.12365; pivotY: 319.0039}
{file: Rasputin_Special_3-395.png; pivotX: 97.83511; pivotY: 319.7723}
{file: Rasputin_Special_3-396.png; pivotX: 97.09916; pivotY: 319.6654}
{file: Rasputin_Special_3-397.png; pivotX: 96.63606; pivotY: 320.45}
{file: Rasputin_Special_3-398.png; pivotX: 96.19842; pivotY: 320.3688}
{file: Rasputin_Special_3-399.png; pivotX: 95.81525; pivotY: 320.3008}
{file: Rasputin_Special_3-400.png; pivotX: 95.45264; pivotY: 321.1268}
{file: Rasputin_Special_3-401.png; pivotX: 95.26257; pivotY: 321.0957}
{file: Rasputin_Special_3-402.png; pivotX: 95.19382; pivotY: 321.1341}
{file: Rasputin_Special_3-403.png; pivotX: 95.18491; pivotY: 322.1456}
{file: Rasputin_Special_3-404.png; pivotX: 95.37045; pivotY: 322.3543}
{file: Rasputin_Special_3-405.png; pivotX: 95.69281; pivotY: 322.6044}
{file: Rasputin_Special_3-406.png; pivotX: 96.07551; pivotY: 322.8763}
