{file: DummyMale_Loop_Able_Dizzy-0.png; pivotX: 91.10906; pivotY: 313.9362}
{file: DummyMale_Loop_Able_Dizzy-285.png; pivotX: 88.30457; pivotY: 312.7918}
{file: DummyMale_Loop_Able_Dizzy-286.png; pivotX: 87.94225; pivotY: 313.6858}
{file: DummyMale_Loop_Able_Dizzy-287.png; pivotX: 86.81652; pivotY: 314.6321}
{file: DummyMale_Loop_Able_Dizzy-288.png; pivotX: 85.85542; pivotY: 315.61}
{file: DummyMale_Loop_Able_Dizzy-289.png; pivotX: 84.58017; pivotY: 316.6196}
{file: DummyMale_Loop_Able_Dizzy-290.png; pivotX: 83.41972; pivotY: 318.6302}
{file: DummyMale_Loop_Able_Dizzy-291.png; pivotX: 82.78893; pivotY: 319.7062}
{file: DummyMale_Loop_Able_Dizzy-292.png; pivotX: 81.63407; pivotY: 320.7981}
{file: DummyMale_Loop_Able_Dizzy-293.png; pivotX: 80.86998; pivotY: 322.8774}
{file: DummyMale_Loop_Able_Dizzy-294.png; pivotX: 79.92849; pivotY: 324.0117}
{file: DummyMale_Loop_Able_Dizzy-295.png; pivotX: 79.73544; pivotY: 325.1463}
{file: DummyMale_Loop_Able_Dizzy-296.png; pivotX: 79.05497; pivotY: 327.2365}
{file: DummyMale_Loop_Able_Dizzy-297.png; pivotX: 78.38647; pivotY: 328.3549}
{file: DummyMale_Loop_Able_Dizzy-298.png; pivotX: 77.68589; pivotY: 329.4666}
{file: DummyMale_Loop_Able_Dizzy-299.png; pivotX: 76.95451; pivotY: 330.5674}
{file: DummyMale_Loop_Able_Dizzy-300.png; pivotX: 76.20275; pivotY: 331.6438}
{file: DummyMale_Loop_Able_Dizzy-301.png; pivotX: 75.55328; pivotY: 332.6942}
{file: DummyMale_Loop_Able_Dizzy-302.png; pivotX: 75.11086; pivotY: 333.7384}
{file: DummyMale_Loop_Able_Dizzy-303.png; pivotX: 74.84606; pivotY: 334.6165}
{file: DummyMale_Loop_Able_Dizzy-304.png; pivotX: 74.72962; pivotY: 335.4388}
{file: DummyMale_Loop_Able_Dizzy-305.png; pivotX: 75.22118; pivotY: 336.2513}
{file: DummyMale_Loop_Able_Dizzy-306.png; pivotX: 79.563; pivotY: 336.106}
{file: DummyMale_Loop_Able_Dizzy-307.png; pivotX: 85.13613; pivotY: 336.937}
{file: DummyMale_Loop_Able_Dizzy-308.png; pivotX: 89.44865; pivotY: 336.8469}
{file: DummyMale_Loop_Able_Dizzy-309.png; pivotX: 92.71486; pivotY: 337.7881}
{file: DummyMale_Loop_Able_Dizzy-310.png; pivotX: 95.28255; pivotY: 337.8383}
{file: DummyMale_Loop_Able_Dizzy-311.png; pivotX: 97.73048; pivotY: 337.9168}
{file: DummyMale_Loop_Able_Dizzy-312.png; pivotX: 99.85876; pivotY: 337.9633}
{file: DummyMale_Loop_Able_Dizzy-313.png; pivotX: 100.7928; pivotY: 337.0006}
{file: DummyMale_Loop_Able_Dizzy-314.png; pivotX: 101.4664; pivotY: 336.9788}
{file: DummyMale_Loop_Able_Dizzy-315.png; pivotX: 101.382; pivotY: 336.9397}
{file: DummyMale_Loop_Able_Dizzy-316.png; pivotX: 101.0392; pivotY: 335.9221}
{file: DummyMale_Loop_Able_Dizzy-317.png; pivotX: 99.33199; pivotY: 335.887}
{file: DummyMale_Loop_Able_Dizzy-318.png; pivotX: 97.35185; pivotY: 334.9258}
{file: DummyMale_Loop_Able_Dizzy-319.png; pivotX: 94.59775; pivotY: 334.0158}
{file: DummyMale_Loop_Able_Dizzy-320.png; pivotX: 91.64503; pivotY: 333.1788}
{file: DummyMale_Loop_Able_Dizzy-321.png; pivotX: 88.58888; pivotY: 332.4125}
{file: DummyMale_Loop_Able_Dizzy-322.png; pivotX: 88.32307; pivotY: 330.6771}
{file: DummyMale_Loop_Able_Dizzy-323.png; pivotX: 89.11652; pivotY: 329.5612}
{file: DummyMale_Loop_Able_Dizzy-324.png; pivotX: 90.31221; pivotY: 328.0453}
{file: DummyMale_Loop_Able_Dizzy-325.png; pivotX: 90.95404; pivotY: 327.7114}
{file: DummyMale_Loop_Able_Dizzy-326.png; pivotX: 91.8044; pivotY: 326.1872}
{file: DummyMale_Loop_Able_Dizzy-327.png; pivotX: 93.05859; pivotY: 324.6793}
{file: DummyMale_Loop_Able_Dizzy-328.png; pivotX: 93.95503; pivotY: 323.7464}
{file: DummyMale_Loop_Able_Dizzy-329.png; pivotX: 95.00598; pivotY: 322.6501}
{file: DummyMale_Loop_Able_Dizzy-330.png; pivotX: 95.91542; pivotY: 321.6025}
{file: DummyMale_Loop_Able_Dizzy-331.png; pivotX: 96.72656; pivotY: 319.641}
{file: DummyMale_Loop_Able_Dizzy-332.png; pivotX: 97.45563; pivotY: 318.6341}
{file: DummyMale_Loop_Able_Dizzy-333.png; pivotX: 98.06693; pivotY: 317.5888}
{file: DummyMale_Loop_Able_Dizzy-334.png; pivotX: 98.40926; pivotY: 316.5015}
{file: DummyMale_Loop_Able_Dizzy-335.png; pivotX: 98.49856; pivotY: 315.382}
{file: DummyMale_Loop_Able_Dizzy-336.png; pivotX: 97.99062; pivotY: 315.2138}
{file: DummyMale_Loop_Able_Dizzy-337.png; pivotX: 98.2188; pivotY: 314.0914}
{file: DummyMale_Loop_Able_Dizzy-338.png; pivotX: 98.03374; pivotY: 313.9692}
{file: DummyMale_Loop_Able_Dizzy-339.png; pivotX: 97.4509; pivotY: 313.8995}
{file: DummyMale_Loop_Able_Dizzy-340.png; pivotX: 97.46699; pivotY: 313.9}
{file: DummyMale_Loop_Able_Dizzy-341.png; pivotX: 97.07252; pivotY: 313.9145}
{file: DummyMale_Loop_Able_Dizzy-342.png; pivotX: 96.34013; pivotY: 313.8808}
{file: DummyMale_Loop_Able_Dizzy-343.png; pivotX: 95.89465; pivotY: 313.813}
{file: DummyMale_Loop_Able_Dizzy-344.png; pivotX: 95.35485; pivotY: 314.6902}
{file: DummyMale_Loop_Able_Dizzy-345.png; pivotX: 94.86098; pivotY: 314.5936}
{file: DummyMale_Loop_Able_Dizzy-346.png; pivotX: 94.42192; pivotY: 314.4847}
{file: DummyMale_Loop_Able_Dizzy-347.png; pivotX: 94.11047; pivotY: 314.3527}
{file: DummyMale_Loop_Able_Dizzy-348.png; pivotX: 93.83558; pivotY: 314.2744}
{file: DummyMale_Loop_Able_Dizzy-349.png; pivotX: 93.53513; pivotY: 314.2778}
{file: DummyMale_Loop_Able_Dizzy-350.png; pivotX: 93.24311; pivotY: 314.3016}
{file: DummyMale_Loop_Able_Dizzy-351.png; pivotX: 92.94643; pivotY: 314.3427}
{file: DummyMale_Loop_Able_Dizzy-352.png; pivotX: 92.64568; pivotY: 314.4037}
{file: DummyMale_Loop_Able_Dizzy-353.png; pivotX: 92.33302; pivotY: 314.4738}
{file: DummyMale_Loop_Able_Dizzy-354.png; pivotX: 92.03059; pivotY: 314.5491}
{file: DummyMale_Loop_Able_Dizzy-355.png; pivotX: 91.74863; pivotY: 314.626}
{file: DummyMale_Loop_Able_Dizzy-356.png; pivotX: 91.49755; pivotY: 314.7008}
{file: DummyMale_Loop_Able_Dizzy-357.png; pivotX: 91.28841; pivotY: 314.7694}
{file: DummyMale_Loop_Able_Dizzy-358.png; pivotX: 91.21217; pivotY: 313.8626}
{file: DummyMale_Loop_Able_Dizzy-359.png; pivotX: 91.12218; pivotY: 313.9079}
