{file: Artemis_Special_3-0.png; posX: 0.006417846; posY: 0}
{file: Artemis_Special_3-379.png; posX: 6.781061; posY: 0.05208492}
{file: Artemis_Special_3-380.png; posX: 6.779135; posY: 0.05332214}
{file: Artemis_Special_3-381.png; posX: 6.777486; posY: 0.05385906}
{file: Artemis_Special_3-382.png; posX: 6.776104; posY: 0.05384851}
{file: Artemis_Special_3-383.png; posX: 6.774979; posY: 0.05347675}
{file: Artemis_Special_3-384.png; posX: 6.7741; posY: 0.05276471}
{file: Artemis_Special_3-385.png; posX: 6.773458; posY: 0.0517332}
{file: Artemis_Special_3-386.png; posX: 6.773041; posY: 0.05040312}
{file: Artemis_Special_3-387.png; posX: 6.77284; posY: 0.04879528}
{file: Artemis_Special_3-388.png; posX: 6.772843; posY: 0.04693061}
{file: Artemis_Special_3-389.png; posX: 6.773042; posY: 0.04482991}
{file: Artemis_Special_3-390.png; posX: 6.773426; posY: 0.04251403}
{file: Artemis_Special_3-391.png; posX: 6.773983; posY: 0.04000384}
{file: Artemis_Special_3-392.png; posX: 6.774704; posY: 0.03732026}
{file: Artemis_Special_3-393.png; posX: 6.775579; posY: 0.03448403}
{file: Artemis_Special_3-394.png; posX: 6.776597; posY: 0.03151619}
{file: Artemis_Special_3-395.png; posX: 6.777748; posY: 0.02843738}
{file: Artemis_Special_3-396.png; posX: 6.779022; posY: 0.02526861}
{file: Artemis_Special_3-397.png; posX: 6.780407; posY: 0.02203059}
{file: Artemis_Special_3-398.png; posX: 6.781895; posY: 0.01874441}
{file: Artemis_Special_3-399.png; posX: 6.783474; posY: 0.01543069}
{file: Artemis_Special_3-400.png; posX: 6.785135; posY: 0.01211041}
{file: Artemis_Special_3-401.png; posX: 6.786866; posY: 0.0088045}
{file: Artemis_Special_3-402.png; posX: 6.788658; posY: 0.005533576}
{file: Artemis_Special_3-403.png; posX: 6.790501; posY: 0.002318799}
{file: Artemis_Special_3-404.png; posX: 6.792383; posY: -0.0008192062}
{file: Artemis_Special_3-405.png; posX: 6.794295; posY: -0.00385946}
{file: Artemis_Special_3-406.png; posX: 6.796227; posY: -0.006781161}
{file: Artemis_Special_3-407.png; posX: 6.798167; posY: -0.009563386}
{file: Artemis_Special_3-408.png; posX: 6.800106; posY: -0.01218545}
{file: Artemis_Special_3-409.png; posX: 6.802033; posY: -0.01462626}
{file: Artemis_Special_3-410.png; posX: 6.803939; posY: -0.01686513}
{file: Artemis_Special_3-411.png; posX: 6.805812; posY: -0.01888102}
{file: Artemis_Special_3-412.png; posX: 6.807642; posY: -0.02065331}
{file: Artemis_Special_3-413.png; posX: 6.80942; posY: -0.02216101}
{file: Artemis_Special_3-414.png; posX: 6.811134; posY: -0.02338326}
{file: Artemis_Special_3-415.png; posX: 6.812775; posY: -0.0242992}
{file: Artemis_Special_3-416.png; posX: 6.814332; posY: -0.02488798}
{file: Artemis_Special_3-417.png; posX: 6.815794; posY: -0.02496028}
{file: Artemis_Special_3-418.png; posX: 6.817153; posY: -0.02440643}
{file: Artemis_Special_3-419.png; posX: 6.818396; posY: -0.02332538}
{file: Artemis_Special_3-420.png; posX: 6.819514; posY: -0.02181602}
{file: Artemis_Special_3-421.png; posX: 6.820496; posY: -0.01997703}
{file: Artemis_Special_3-422.png; posX: 6.821406; posY: -0.01790744}
{file: Artemis_Special_3-423.png; posX: 6.822315; posY: -0.015706}
{file: Artemis_Special_3-424.png; posX: 6.823223; posY: -0.01347166}
{file: Artemis_Special_3-425.png; posX: 6.824133; posY: -0.01130313}
{file: Artemis_Special_3-426.png; posX: 6.825045; posY: -0.009299397}
