{file: DummyFemale_Loop_Able_Dizzy-0.png; pivotX: 333.2468; pivotY: 525.9274}
{file: DummyFemale_Loop_Able_Dizzy-280.png; pivotX: 333.2483; pivotY: 528.9151}
{file: DummyFemale_Loop_Able_Dizzy-281.png; pivotX: 333.2485; pivotY: 528.9113}
{file: DummyFemale_Loop_Able_Dizzy-282.png; pivotX: 333.2487; pivotY: 528.9042}
{file: DummyFemale_Loop_Able_Dizzy-283.png; pivotX: 333.2493; pivotY: 528.8936}
{file: DummyFemale_Loop_Able_Dizzy-284.png; pivotX: 333.25; pivotY: 528.8793}
{file: DummyFemale_Loop_Able_Dizzy-285.png; pivotX: 333.2511; pivotY: 528.8599}
{file: DummyFemale_Loop_Able_Dizzy-286.png; pivotX: 333.2526; pivotY: 528.8361}
{file: DummyFemale_Loop_Able_Dizzy-287.png; pivotX: 333.2546; pivotY: 528.8079}
{file: DummyFemale_Loop_Able_Dizzy-288.png; pivotX: 333.2568; pivotY: 528.7761}
{file: DummyFemale_Loop_Able_Dizzy-289.png; pivotX: 333.2592; pivotY: 528.7415}
{file: DummyFemale_Loop_Able_Dizzy-290.png; pivotX: 333.2618; pivotY: 528.7047}
{file: DummyFemale_Loop_Able_Dizzy-291.png; pivotX: 333.2483; pivotY: 527.9076}
{file: DummyFemale_Loop_Able_Dizzy-292.png; pivotX: 333.2509; pivotY: 527.8677}
{file: DummyFemale_Loop_Able_Dizzy-293.png; pivotX: 333.2535; pivotY: 527.827}
{file: DummyFemale_Loop_Able_Dizzy-294.png; pivotX: 333.2563; pivotY: 527.7866}
{file: DummyFemale_Loop_Able_Dizzy-295.png; pivotX: 333.2589; pivotY: 527.7473}
{file: DummyFemale_Loop_Able_Dizzy-296.png; pivotX: 333.2613; pivotY: 527.7101}
{file: DummyFemale_Loop_Able_Dizzy-297.png; pivotX: 333.2473; pivotY: 526.919}
{file: DummyFemale_Loop_Able_Dizzy-298.png; pivotX: 333.2493; pivotY: 526.8901}
{file: DummyFemale_Loop_Able_Dizzy-299.png; pivotX: 333.2509; pivotY: 526.8643}
{file: DummyFemale_Loop_Able_Dizzy-300.png; pivotX: 333.2525; pivotY: 526.8413}
{file: DummyFemale_Loop_Able_Dizzy-301.png; pivotX: 333.2539; pivotY: 526.8207}
{file: DummyFemale_Loop_Able_Dizzy-302.png; pivotX: 333.2552; pivotY: 526.802}
{file: DummyFemale_Loop_Able_Dizzy-303.png; pivotX: 333.2563; pivotY: 526.7848}
{file: DummyFemale_Loop_Able_Dizzy-304.png; pivotX: 333.2574; pivotY: 526.7693}
{file: DummyFemale_Loop_Able_Dizzy-305.png; pivotX: 333.2582; pivotY: 526.7555}
{file: DummyFemale_Loop_Able_Dizzy-306.png; pivotX: 333.2591; pivotY: 526.7427}
{file: DummyFemale_Loop_Able_Dizzy-307.png; pivotX: 333.2599; pivotY: 526.7308}
{file: DummyFemale_Loop_Able_Dizzy-308.png; pivotX: 333.2607; pivotY: 526.7197}
{file: DummyFemale_Loop_Able_Dizzy-309.png; pivotX: 333.2614; pivotY: 526.7088}
{file: DummyFemale_Loop_Able_Dizzy-310.png; pivotX: 333.2459; pivotY: 525.9401}
{file: DummyFemale_Loop_Able_Dizzy-311.png; pivotX: 333.2465; pivotY: 525.9295}
{file: DummyFemale_Loop_Able_Dizzy-312.png; pivotX: 333.2472; pivotY: 525.9192}
{file: DummyFemale_Loop_Able_Dizzy-313.png; pivotX: 333.2478; pivotY: 525.9091}
{file: DummyFemale_Loop_Able_Dizzy-314.png; pivotX: 333.2485; pivotY: 525.8994}
{file: DummyFemale_Loop_Able_Dizzy-315.png; pivotX: 333.2491; pivotY: 525.8898}
{file: DummyFemale_Loop_Able_Dizzy-316.png; pivotX: 333.2498; pivotY: 525.8805}
{file: DummyFemale_Loop_Able_Dizzy-317.png; pivotX: 333.2504; pivotY: 525.8715}
{file: DummyFemale_Loop_Able_Dizzy-318.png; pivotX: 333.251; pivotY: 525.8628}
{file: DummyFemale_Loop_Able_Dizzy-319.png; pivotX: 333.2517; pivotY: 525.8543}
{file: DummyFemale_Loop_Able_Dizzy-320.png; pivotX: 333.2518; pivotY: 525.8462}
{file: DummyFemale_Loop_Able_Dizzy-321.png; pivotX: 333.2519; pivotY: 525.8385}
{file: DummyFemale_Loop_Able_Dizzy-322.png; pivotX: 333.253; pivotY: 525.8313}
{file: DummyFemale_Loop_Able_Dizzy-323.png; pivotX: 333.2546; pivotY: 525.8245}
{file: DummyFemale_Loop_Able_Dizzy-324.png; pivotX: 333.2554; pivotY: 525.8183}
{file: DummyFemale_Loop_Able_Dizzy-325.png; pivotX: 333.2554; pivotY: 525.8127}
{file: DummyFemale_Loop_Able_Dizzy-326.png; pivotX: 333.2546; pivotY: 525.8076}
{file: DummyFemale_Loop_Able_Dizzy-327.png; pivotX: 333.2542; pivotY: 525.8033}
{file: DummyFemale_Loop_Able_Dizzy-328.png; pivotX: 333.2549; pivotY: 525.7995}
{file: DummyFemale_Loop_Able_Dizzy-329.png; pivotX: 333.2556; pivotY: 525.7964}
{file: DummyFemale_Loop_Able_Dizzy-330.png; pivotX: 333.2557; pivotY: 525.7942}
{file: DummyFemale_Loop_Able_Dizzy-331.png; pivotX: 333.2556; pivotY: 525.7949}
{file: DummyFemale_Loop_Able_Dizzy-332.png; pivotX: 333.2553; pivotY: 525.8}
{file: DummyFemale_Loop_Able_Dizzy-333.png; pivotX: 333.2547; pivotY: 525.8089}
{file: DummyFemale_Loop_Able_Dizzy-334.png; pivotX: 333.2539; pivotY: 525.8207}
{file: DummyFemale_Loop_Able_Dizzy-335.png; pivotX: 333.253; pivotY: 525.8344}
{file: DummyFemale_Loop_Able_Dizzy-336.png; pivotX: 333.252; pivotY: 525.8494}
{file: DummyFemale_Loop_Able_Dizzy-337.png; pivotX: 333.251; pivotY: 525.8647}
{file: DummyFemale_Loop_Able_Dizzy-338.png; pivotX: 333.2501; pivotY: 525.8789}
{file: DummyFemale_Loop_Able_Dizzy-339.png; pivotX: 333.2492; pivotY: 525.8911}
{file: DummyFemale_Loop_Able_Dizzy-340.png; pivotX: 333.2486; pivotY: 525.9012}
{file: DummyFemale_Loop_Able_Dizzy-341.png; pivotX: 333.248; pivotY: 525.9094}
{file: DummyFemale_Loop_Able_Dizzy-342.png; pivotX: 333.2475; pivotY: 525.9169}
{file: DummyFemale_Loop_Able_Dizzy-343.png; pivotX: 333.247; pivotY: 525.9238}
{file: DummyFemale_Loop_Able_Dizzy-344.png; pivotX: 333.2466; pivotY: 525.9303}
{file: DummyFemale_Loop_Able_Dizzy-345.png; pivotX: 333.2462; pivotY: 525.9365}
{file: DummyFemale_Loop_Able_Dizzy-346.png; pivotX: 333.2458; pivotY: 525.9425}
{file: DummyFemale_Loop_Able_Dizzy-347.png; pivotX: 333.2616; pivotY: 526.7062}
{file: DummyFemale_Loop_Able_Dizzy-348.png; pivotX: 333.2612; pivotY: 526.7122}
{file: DummyFemale_Loop_Able_Dizzy-349.png; pivotX: 333.2608; pivotY: 526.7183}
