{file: Artemis_Special_3-0.png; pivotX: 332.462; pivotY: 524.8301}
{file: Artemis_Special_3-350.png; pivotX: 1358.504; pivotY: 459.1584}
{file: Artemis_Special_3-351.png; pivotX: 1358.429; pivotY: 459.0969}
{file: Artemis_Special_3-352.png; pivotX: 1358.163; pivotY: 458.7192}
{file: Artemis_Special_3-353.png; pivotX: 1358.155; pivotY: 457.8825}
{file: Artemis_Special_3-354.png; pivotX: 1357.33; pivotY: 455.9181}
{file: Artemis_Special_3-355.png; pivotX: 1356.662; pivotY: 453.6104}
{file: Artemis_Special_3-356.png; pivotX: 1356.086; pivotY: 450.3578}
{file: Artemis_Special_3-357.png; pivotX: 1356.064; pivotY: 447.0637}
{file: Artemis_Special_3-358.png; pivotX: 1355.267; pivotY: 443.8692}
{file: Artemis_Special_3-359.png; pivotX: 1353.716; pivotY: 441.0829}
{file: Artemis_Special_3-360.png; pivotX: 1353.011; pivotY: 438.797}
{file: Artemis_Special_3-361.png; pivotX: 1351.839; pivotY: 435.255}
{file: Artemis_Special_3-362.png; pivotX: 1350.234; pivotY: 430.7977}
{file: Artemis_Special_3-363.png; pivotX: 1349.57; pivotY: 426.5139}
{file: Artemis_Special_3-364.png; pivotX: 1349.191; pivotY: 421.3362}
{file: Artemis_Special_3-365.png; pivotX: 1348.791; pivotY: 416.7694}
{file: Artemis_Special_3-366.png; pivotX: 1349.069; pivotY: 430.6581}
{file: Artemis_Special_3-367.png; pivotX: 1349.815; pivotY: 444.5617}
{file: Artemis_Special_3-368.png; pivotX: 1350.755; pivotY: 457.6552}
{file: Artemis_Special_3-369.png; pivotX: 1351.69; pivotY: 469.8594}
{file: Artemis_Special_3-370.png; pivotX: 1351.431; pivotY: 481.128}
{file: Artemis_Special_3-371.png; pivotX: 1351.243; pivotY: 492.108}
{file: Artemis_Special_3-372.png; pivotX: 1350.946; pivotY: 501.9158}
{file: Artemis_Special_3-373.png; pivotX: 1350.059; pivotY: 510.4523}
{file: Artemis_Special_3-374.png; pivotX: 1348.989; pivotY: 517.6115}
{file: Artemis_Special_3-375.png; pivotX: 1349.115; pivotY: 524.8151}
{file: Artemis_Special_3-376.png; pivotX: 1348.267; pivotY: 530.4145}
{file: Artemis_Special_3-377.png; pivotX: 1347.512; pivotY: 535.0621}
{file: Artemis_Special_3-378.png; pivotX: 1346.813; pivotY: 538.7067}
{file: Artemis_Special_3-379.png; pivotX: 1346.589; pivotY: 541.6839}
{file: Artemis_Special_3-380.png; pivotX: 1346.196; pivotY: 543.6561}
{file: Artemis_Special_3-381.png; pivotX: 1345.311; pivotY: 544.7866}
{file: Artemis_Special_3-382.png; pivotX: 1345.362; pivotY: 546.6243}
{file: Artemis_Special_3-383.png; pivotX: 1345.408; pivotY: 547.6464}
{file: Artemis_Special_3-384.png; pivotX: 1345.14; pivotY: 548.6132}
{file: Artemis_Special_3-385.png; pivotX: 1345.046; pivotY: 549.5284}
{file: Artemis_Special_3-386.png; pivotX: 1345.116; pivotY: 550.3959}
{file: Artemis_Special_3-387.png; pivotX: 1344.634; pivotY: 550.4532}
{file: Artemis_Special_3-388.png; pivotX: 1345.007; pivotY: 551.2341}
{file: Artemis_Special_3-389.png; pivotX: 1344.815; pivotY: 551.2101}
{file: Artemis_Special_3-390.png; pivotX: 1345.26; pivotY: 551.1489}
{file: Artemis_Special_3-391.png; pivotX: 1345.333; pivotY: 551.0517}
{file: Artemis_Special_3-392.png; pivotX: 1345.521; pivotY: 550.9203}
{file: Artemis_Special_3-393.png; pivotX: 1345.11; pivotY: 549.9924}
{file: Artemis_Special_3-394.png; pivotX: 1345.507; pivotY: 549.8016}
{file: Artemis_Special_3-395.png; pivotX: 1345.792; pivotY: 548.8209}
{file: Artemis_Special_3-396.png; pivotX: 1346.374; pivotY: 548.5822}
{file: Artemis_Special_3-397.png; pivotX: 1346.332; pivotY: 547.5598}
{file: Artemis_Special_3-398.png; pivotX: 1346.369; pivotY: 546.5204}
{file: Artemis_Special_3-399.png; pivotX: 1346.979; pivotY: 545.4668}
{file: Artemis_Special_3-400.png; pivotX: 1347.158; pivotY: 544.4017}
{file: Artemis_Special_3-401.png; pivotX: 1347.398; pivotY: 543.3278}
{file: Artemis_Special_3-402.png; pivotX: 1347.693; pivotY: 542.2469}
{file: Artemis_Special_3-403.png; pivotX: 1348.037; pivotY: 541.1609}
{file: Artemis_Special_3-404.png; pivotX: 1348.927; pivotY: 540.0717}
{file: Artemis_Special_3-405.png; pivotX: 1348.639; pivotY: 538.2207}
{file: Artemis_Special_3-406.png; pivotX: 1349.106; pivotY: 537.1311}
{file: Artemis_Special_3-407.png; pivotX: 1349.607; pivotY: 536.0439}
{file: Artemis_Special_3-408.png; pivotX: 1350.136; pivotY: 534.9608}
{file: Artemis_Special_3-409.png; pivotX: 1349.935; pivotY: 533.1259}
{file: Artemis_Special_3-410.png; pivotX: 1350.427; pivotY: 532.0588}
{file: Artemis_Special_3-411.png; pivotX: 1350.887; pivotY: 531.0024}
{file: Artemis_Special_3-412.png; pivotX: 1351.813; pivotY: 529.9593}
{file: Artemis_Special_3-413.png; pivotX: 1351.469; pivotY: 528.1752}
{file: Artemis_Special_3-414.png; pivotX: 1351.821; pivotY: 527.1662}
{file: Artemis_Special_3-415.png; pivotX: 1352.134; pivotY: 526.1777}
{file: Artemis_Special_3-416.png; pivotX: 1352.36; pivotY: 525.2302}
{file: Artemis_Special_3-417.png; pivotX: 1352.455; pivotY: 524.3327}
{file: Artemis_Special_3-418.png; pivotX: 1353.171; pivotY: 524.2388}
{file: Artemis_Special_3-419.png; pivotX: 1353.036; pivotY: 523.4359}
{file: Artemis_Special_3-420.png; pivotX: 1353.539; pivotY: 523.4321}
{file: Artemis_Special_3-421.png; pivotX: 1353.206; pivotY: 522.7151}
{file: Artemis_Special_3-422.png; pivotX: 1353.545; pivotY: 522.7939}
{file: Artemis_Special_3-423.png; pivotX: 1353.836; pivotY: 522.911}
{file: Artemis_Special_3-424.png; pivotX: 1354.089; pivotY: 523.0643}
{file: Artemis_Special_3-425.png; pivotX: 1354.815; pivotY: 523.2521}
{file: Artemis_Special_3-426.png; pivotX: 1355.024; pivotY: 523.4724}
